"location","outbreak_number","spatial_scale","outbreak_pop","country","start_date","end_date","weekly_threshold_per_10e5","Total_sCh","Total_cCh","Total_deaths","Duration_weeks","peak_week_incidence","time_to_peak_week","peak_week_incidence_per_100percent","peak_week_incidence_per_10e3","mean_R0_1st_week","area_per_1km2","rural_urban","AR_per_10e3","CFR_per_100percent"
"AFR::ETH::Amhara::South Gondar::Semada",1,"admin3",208601.09111887,"ETH","2017-07-03","2017-08-20",0.403961302550433,181,4,9,7,69,3,38.121546961326,0.330774875768415,2.71,1339.85846247829,"rural",0.867684819044684,4.97237569060773
"AFR::ETH::Amhara::South Wello",1,"admin2",3630913.83033035,"ETH","2016-07-25","2016-10-30",0.00587261813886974,39,0,0,14,13,3,33.3333333333333,0.00358036588238648,2.12,18535.6909510703,"rural",0.0107410976471594,0
"AFR::ETH::Amhara::Wag Himra",1,"admin2",577740.569116895,"ETH","2016-08-29","2017-02-05",0.159988465488283,115,1,0,23,28,8,24.3478260869565,0.0486749295683137,1.8,8918.57018684108,"rural",0.199051280362366,0
"AFR::ETH::Amhara::Wag Himra::Abergele",1,"admin3",64996.2903349671,"ETH","2016-08-29","2017-02-05",1.17391563565706,103,1,0,23,20,8,19.4174757281553,0.309298750555879,1.79,1575.21034713298,"rural",1.58470582658142,0
"AFR::ETH::Amhara::West Gojam",1,"admin2",3208887.56454001,"ETH","2017-03-20","2017-04-30",0.150576411725736,70,13,2,6,25,3,35.7142857142857,0.00779086194114866,1.91,13563.0864654937,"rural",0.0218144134352162,2.85714285714286
"AFR::ETH::Amhara::West Gojam",2,"admin2",3208887.56454001,"ETH","2017-06-19","2017-10-01",0.150576411725736,206,0,2,15,32,9,15.5339805825243,0.00997230328467028,1.52,13563.0864654937,"rural",0.0641967023950649,0.970873786407767
"AFR::ETH::Amhara::West Gojam::Bahir Dar Zuria",1,"admin3",157131.297066024,"ETH","2017-03-20","2017-09-03",1.17991313542805,214,9,4,24,32,11,14.9532710280374,0.20365134506943,1.78,1443.37271429846,"rural",1.36191837015182,1.86915887850467
"AFR::ETH::Amhara::West Gondar",1,"admin2",320280.677953426,"ETH","2016-08-22","2016-11-13",0.997143231846829,421,0,0,12,121,5,28.7410926365796,0.377793630178326,1.53,15286.6838646676,"rural",1.31447205210806,0
"AFR::ETH::Amhara::West Gondar",4,"admin2",326910.467290943,"ETH","2017-07-17","2017-10-01",0.997143231846829,412,0,2,11,91,4,22.0873786407767,0.27836367784153,2,15286.6838646676,"rural",1.26028390407374,0.485436893203883
"AFR::ETH::Amhara::West Gondar::Metema",1,"admin3",143329.273695356,"ETH","2016-10-10","2016-11-13",0.518255315511164,31,0,0,5,19,3,61.2903225806452,0.132561894092788,1.76,5326.19547620953,"rural",0.216285195625075,0
"AFR::ETH::Amhara::West Gondar::Mirab Armacho",1,"admin3",25417.3649085148,"ETH","2016-08-22","2016-11-13",8.73594075005495,291,0,0,12,89,4,30.5841924398625,3.50154315053269,1.55,1488.78855054729,"rural",11.4488658067979,0
"AFR::ETH::Amhara::West Gondar::Mirab Armacho",3,"admin3",25806.3940857511,"ETH","2017-07-17","2017-10-08",8.73594075005495,292,0,0,12,70,5,23.972602739726,2.71250604665648,1.96,1488.78855054729,"rural",11.3150252231956,0
"AFR::ETH::Benishangul-Gumuz",1,"admin1",1158253.47194164,"ETH","2016-09-19","2017-01-29",0.155395481138427,250,23,16,19,59,3,23.6,0.0512617289870807,1.76,50237.0395405407,"rural",0.215842219389951,6.4
"AFR::ETH::Benishangul-Gumuz::Metekel",1,"admin2",475480.784714357,"ETH","2016-09-05","2017-02-26",0.188629612130287,230,19,16,25,59,5,25.6521739130435,0.12526525158884,2.12,25478.9410456386,"rural",0.483720914480637,6.95652173913043
"AFR::ETH::Benishangul-Gumuz::Metekel::Wenbera",1,"admin3",90632.0910493764,"ETH","2016-09-05","2017-02-26",0.524581530920005,123,7,14,25,59,5,47.9674796747967,0.65738816125079,2.12,7154.63823406904,"rural",1.3571351888261,11.3821138211382
"AFR::ETH::Dire Dawa",1,"admin1",483386.643942794,"ETH","2016-08-15","2016-10-30",0.214333683321598,48,12,0,11,11,4,22.9166666666667,0.0227561107404155,1.97,1053.55835977265,"rural",0.0992993923218129,0
"AFR::ETH::Dire Dawa",3,"admin1",495845.973985737,"ETH","2017-09-18","2017-10-29",0.214333683321598,99,1,1,6,41,3,41.4141414141414,0.082686967629144,1.78,1053.55835977265,"rural",0.199658775494762,1.01010101010101
"AFR::ETH::Gambela::Agnewak::Dima",1,"admin3",17618.8321493959,"ETH","2020-11-02","2020-12-20",54.26445866457,107,NA,4,7,30,4,28.0373831775701,1.70272352591932,2.09,8524.96099031535,"rural",6.07304724244558,3.73831775700935
"AFR::ETH::Harari",1,"admin1",262536.140488804,"ETH","2016-07-18","2016-12-11",0.745950922180446,545,31,0,21,64,5,11.743119266055,0.243775961209917,1.92,370.833551070335,"rural",2.0759046696782,0
"AFR::ETH::Harari",5,"admin1",284170.460511272,"ETH","2019-07-29","2019-09-01",0.745950922180446,20.5541666666667,0.533333333333333,0,5,7.375,3,35.880802756943,0.0259527326898478,1.95,370.833551070335,"rural",0.0723304126322143,0
"AFR::ETH::Harari::Harari::Dire Teyara",1,"admin3",11558.6746789178,"ETH","2016-08-01","2016-12-11",0.8270038687135,24,0,0,19,7,3,29.1666666666667,0.60560576315618,2.05,11.3614112227128,"urban",2.07636261653547,0
"AFR::ETH::Harari::Harari::Shenkor",1,"admin3",25052.0074180599,"ETH","2016-07-18","2016-11-27",0.336464804328208,22,3,0,19,5,3,22.7272727272727,0.199584804385596,1.85,27.1393226261952,"rural",0.878173139296623,0
"AFR::ETH::Harari::Harari::Sofi",1,"admin3",54880.6856885141,"ETH","2016-07-25","2016-11-27",0.527481285233622,69,1,0,18,14,4,20.2898550724638,0.255098853528538,2.01,131.454676488614,"rural",1.25727292096208,0
"AFR::ETH::Oromia",1,"admin1",40589672.4431007,"ETH","2016-03-21","2017-11-12",0.0503098656012578,8644.94444444445,474,79,86,452,18,5.22848935472884,0.0113155702891986,1.36,322872.931783773,"rural",0.212983843527269,0.913828891645085
"AFR::ETH::Oromia",14,"admin1",44081447.8183259,"ETH","2019-05-20","2020-04-05",0.0503098656012578,1614.31666666667,8,14.825,46,106.9,26,6.62199692336283,0.00244570351485729,1.45,322872.931783773,"rural",0.0366212260840387,0.918345223469167
"AFR::ETH::Oromia",16,"admin1",45026118.9529444,"ETH","2020-08-31","2020-12-13",0.0503098656012578,796.277777777778,NA,0,15,190,3,23.8610200237215,0.00421977297662639,1.46,322872.931783773,"rural",0.0176847970976567,0
"AFR::ETH::Oromia::Arsi",1,"admin2",3824435.86322458,"ETH","2016-08-22","2016-12-25",0.0341449254665777,316,0,0,18,140,4,44.3037974683544,0.0366067061932524,2.2,20600.6990796967,"rural",0.0826265654076269,0
"AFR::ETH::Oromia::Arsi::Merti",1,"admin3",122316.165048484,"ETH","2016-08-22","2016-11-06",0.231796757282388,57,0,0,11,13,4,22.8070175438596,0.106281945602587,2.04,872.194202318971,"rural",0.466005453795957,0
"AFR::ETH::Oromia::Arsi::Munessa",1,"admin3",250232.501765251,"ETH","2016-09-12","2016-10-16",0.0214360030631096,14,0,0,5,7,3,50,0.0279739839973581,2.16,1072.36967991694,"rural",0.0559479679947161,0
"AFR::ETH::Oromia::Bale",1,"admin2",2083104.46564407,"ETH","2016-05-30","2016-10-02",0.343952001162005,252,65,0,18,34,9,13.4920634920635,0.0163217930549093,1.63,54710.2792427094,"rural",0.120973289701093,0
"AFR::ETH::Oromia::Bale",3,"admin2",2138650.95663738,"ETH","2016-12-05","2017-07-02",0.343952001162005,1503,2,4,30,142,9,9.44777112441783,0.0681674886410919,1.68,54710.2792427094,"rural",0.702779476630061,0.266134397870925
"AFR::ETH::Oromia::Bale::Berbere",1,"admin3",139760.037832947,"ETH","2016-10-31","2017-04-23",1.26835605583589,461,0,3,25,77,14,16.7028199566161,0.561824126631003,2.1,1569.15524581346,"rural",3.29851084149694,0.650759219088937
"AFR::ETH::Oromia::Bale::Dawe Ketchen",1,"admin3",108644.821576864,"ETH","2017-02-13","2017-05-07",0.336261443071761,51,0,0,12,15,3,29.4117647058824,0.138064564719155,1.76,1689.58805187501,"rural",0.469419520045127,0
"AFR::ETH::Oromia::Bale::Goba Town",1,"admin3",49298.8952018939,"ETH","2016-07-11","2016-10-30",0.746093985367632,96,3,1,16,34,3,35.4166666666667,0.689670627724205,2.37,42.8023083418481,"urban",1.94730530180952,1.04166666666667
"AFR::ETH::Oromia::Bale::Goro",1,"admin3",139461.382229196,"ETH","2016-11-28","2017-06-04",1.28969462943764,437,0,0,27,59,8,13.5011441647597,0.433897967230312,1.99,1515.09665614547,"rural",3.13348392949252,0
"AFR::ETH::Oromia::Bale::Gura Damole",1,"admin3",46810.5026468973,"ETH","2017-01-23","2017-03-19",0.87578996729899,107,0,1,8,39,5,36.4485981308411,0.833146362349198,1.94,5111.34309965779,"rural",2.28581181465036,0.934579439252336
"AFR::ETH::Oromia::Bale::Harena Buluk",1,"admin3",118961.009167433,"ETH","2017-03-27","2017-07-09",0.390004546850226,119,0,0,15,38,10,31.9327731092437,0.319432394411823,1.97,1924.8891358078,"rural",1.00032776144755,0
"AFR::ETH::Oromia::Bale::Meda Welabu",1,"admin3",155866.636859688,"ETH","2016-05-02","2016-08-21",0.631641154948178,84,32,0,16,16,7,19.047619047619,0.102651858809292,2.27,8804.24821546155,"rural",0.538922258748786,0
"AFR::ETH::Oromia::Bale::Mena",1,"admin3",202845.68278698,"ETH","2016-06-20","2016-08-21",0.362250924089436,65,19,0,9,26,4,40,0.128176255184608,1.78,494.411456786782,"rural",0.32044063796152,0
"AFR::ETH::Oromia::Bale::Mena",3,"admin3",206920.487590855,"ETH","2016-11-21","2017-03-05",0.362250924089436,100,0,0,15,22,5,22,0.108456831310053,1.68,494.411456786782,"rural",0.483277422957413,0
"AFR::ETH::Oromia::Borena",1,"admin2",551414.878801494,"ETH","2015-11-02","2016-07-03",0.318081276113743,356,38,1,35,63,14,17.6966292134831,0.116845677081304,2.08,44224.491735531,"rural",0.645611886233048,0.280898876404494
"AFR::ETH::Oromia::Borena::Moyale",1,"admin3",28947.7686783384,"ETH","2015-11-02","2016-07-03",5.65073273533533,324,38,1,35,63,14,19.4444444444444,2.22018874243504,2.08,2677.98294159482,"rural",11.1925725122451,0.308641975308642
"AFR::ETH::Oromia::East Harerge",1,"admin2",4027238.03606988,"ETH","2016-08-22","2016-12-25",0.243754169239273,790,10,4,18,114,4,14.4303797468354,0.0283072415831796,1.59,24999.6019005418,"rural",0.196164217988701,0.506329113924051
"AFR::ETH::Oromia::East Harerge",5,"admin2",4151459.76724,"ETH","2017-03-27","2017-10-15",0.243754169239273,1463,0,5,29,341,11,23.3082706766917,0.0821397819366814,1.72,24999.6019005418,"rural",0.352406161212214,0.341763499658236
"AFR::ETH::Oromia::East Harerge::Aweday",1,"admin3",77646.7622025047,"ETH","2017-08-14","2017-09-24",0.253755564734121,13,0,0,6,6,3,46.1538461538462,0.0772730224648885,2.09,59.1248182100979,"urban",0.167424882007258,0
"AFR::ETH::Oromia::East Harerge::Babile",1,"admin3",153719.845725069,"ETH","2016-07-18","2016-12-11",0.252652670706677,80,11,0,21,9,3,11.25,0.0585480681271088,1.92,4879.34536274027,"rural",0.520427272240967,0
"AFR::ETH::Oromia::East Harerge::Babile",5,"admin3",158277.710243335,"ETH","2017-08-28","2017-10-22",0.252652670706677,15,0,0,8,6,5,40,0.0379080540827615,2.01,4879.34536274027,"rural",0.0947701352069038,0
"AFR::ETH::Oromia::East Harerge::Chinaksen",1,"admin3",140942.408498388,"ETH","2016-10-10","2016-12-04",0.78294772062969,101,0,0,8,52,3,51.4851485148515,0.368945021970409,1.67,1558.5133644872,"rural",0.716604754211756,0
"AFR::ETH::Oromia::East Harerge::Chinaksen",2,"admin3",145075.055657008,"ETH","2017-05-22","2017-07-16",0.78294772062969,112,0,0,8,39,3,34.8214285714286,0.268826365934371,2.6,1558.5133644872,"rural",0.772014179093579,0
"AFR::ETH::Oromia::East Harerge::Fedis",1,"admin3",121090.15094832,"ETH","2016-08-22","2017-01-15",0.271902309850805,43,2,0,21,7,8,16.2790697674419,0.058004318920457,1.89,700.215347220889,"rural",0.355107328409822,0
"AFR::ETH::Oromia::East Harerge::Girawa",1,"admin3",321103.691888995,"ETH","2017-07-17","2017-09-03",0.0973901585014539,28,0,0,7,9,3,32.1428571428571,0.0280283292510734,1.78,1107.49519489609,"rural",0.0871992465588951,0
"AFR::ETH::Oromia::East Harerge::Golo Oda",1,"admin3",161880.068205463,"ETH","2017-06-19","2017-07-23",0.244932005918831,11,0,0,5,5,3,45.4545454545455,0.0308870638332933,1.93,2047.9388381694,"rural",0.0679515404332453,0
"AFR::ETH::Oromia::East Harerge::Gursum",1,"admin3",259950.705685928,"ETH","2017-08-21","2017-10-01",0.382680043719272,47,0,0,6,28,3,59.5744680851064,0.107712729327342,1.77,907.554832704379,"rural",0.180803509942325,0
"AFR::ETH::Oromia::East Harerge::Haro Maya",1,"admin3",295843.981717459,"ETH","2017-03-06","2017-08-20",0.422766228430377,280,5,1,24,58,9,20.7142857142857,0.196049281324884,1.96,509.151234230849,"rural",0.946444806395992,0.357142857142857
"AFR::ETH::Oromia::East Harerge::Jarso",1,"admin3",182168.113613112,"ETH","2016-10-03","2016-11-06",0.475789429190084,16,0,0,5,13,3,81.25,0.0713626536618221,1.82,576.90398543798,"rural",0.0878309583530118,0
"AFR::ETH::Oromia::East Harerge::Kombolcha",1,"admin3",171883.070878939,"ETH","2016-08-29","2016-11-20",0.452720108683057,37,1,0,12,12,3,32.4324324324324,0.0698149034610386,2.18,299.721156212911,"rural",0.215262619004869,0
"AFR::ETH::Oromia::East Harerge::Kombolcha",2,"admin3",176382.617031105,"ETH","2017-08-14","2017-10-01",0.452720108683057,152,0,2,7,66,4,43.421052631579,0.374186533292909,2.44,299.721156212911,"rural",0.861762925159426,1.31578947368421
"AFR::ETH::Oromia::East Harerge::Kurfa Chele",1,"admin3",88539.7068450717,"ETH","2016-11-14","2017-01-01",0.640327763612521,55,0,0,7,20,4,36.3636363636364,0.225887352834772,2.21,243.018317708609,"rural",0.621190220295624,0
"AFR::ETH::Oromia::East Harerge::Melka Belo",1,"admin3",263418.030408338,"ETH","2016-10-03","2016-11-13",0.0300373005894444,9,0,0,6,4,3,44.4444444444444,0.0151849894018241,1.97,1390.50678963601,"rural",0.0341662261541043,0
"AFR::ETH::Oromia::East Shewa",1,"admin2",2286650.05713516,"ETH","2016-07-11","2016-11-06",0.0601525766004763,359,23,2,17,82,5,22.8412256267409,0.0358603187856099,1.63,9803.900356765,"rural",0.156998224927243,0.557103064066852
"AFR::ETH::Oromia::East Shewa::Boset",1,"admin3",204330.662946908,"ETH","2016-08-08","2016-10-30",0.138757883973699,57,1,2,12,16,3,28.0701754385965,0.0783044491181305,1.7,1332.08379637628,"rural",0.27895959998334,3.50877192982456
"AFR::ETH::Oromia::East Shewa::Fentale",1,"admin3",129151.868721219,"ETH","2016-09-12","2016-10-23",0.222494900526259,40,0,0,6,15,3,37.5,0.116142338074707,1.63,1463.53365034459,"rural",0.309712901532552,0
"AFR::ETH::Oromia::East Wellega",1,"admin2",1783925.43730014,"ETH","2016-10-10","2016-12-18",0.029202992570603,117,6,1,10,40,3,34.1880341880342,0.0224224618157458,2.08,13654.1617769812,"rural",0.0655857008110566,0.854700854700855
"AFR::ETH::Oromia::East Wellega::Limu",1,"admin3",187824.105352915,"ETH","2016-10-10","2016-12-18",0.240707804168157,110,6,0,10,37,3,33.6363636363636,0.196992819055245,2.13,354.513640196267,"rural",0.585654326920998,0
"AFR::ETH::Oromia::Finfine Zuria",1,"admin2",1002638.85117696,"ETH","2016-06-13","2016-10-09",0.189611704749805,475,223,3,17,78,6,16.4210526315789,0.077794711334434,2,4448.93085724883,"rural",0.473749844664822,0.631578947368421
"AFR::ETH::Oromia::Finfine Zuria::Burayu",1,"admin3",96382.8779112919,"ETH","2016-07-11","2016-10-09",0.329942070341513,66,52,0,13,19,4,28.7878787878788,0.197130449014887,2.15,84.3434764676196,"urban",0.684768928156976,0
"AFR::ETH::Oromia::Finfine Zuria::Lege Tafo-Lege Dadi",1,"admin3",27122.1852392139,"ETH","2016-06-27","2016-10-09",1.31376522923116,93,45,1,15,22,4,23.6559139784946,0.811144080241435,2.02,32.3882404201604,"rural",3.42892724829334,1.0752688172043
"AFR::ETH::Oromia::Finfine Zuria::Sebeta Town",1,"admin3",158213.520665126,"ETH","2016-06-13","2016-09-11",0.339034530789747,139,44,0,13,32,6,23.021582733813,0.202258314368283,2.1,130.373592927137,"urban",0.87855955303723,0
"AFR::ETH::Oromia::Finfine Zuria::Sendafa",1,"admin3",16733.7559734422,"ETH","2019-06-03","2019-07-14",1.0016856977859,13,0,0,6,5,3,38.4615384615385,0.298797234042101,2.03,4.19784934106162,"urban",0.776872808509461,0
"AFR::ETH::Oromia::Finfine Zuria::Sululta Town",1,"admin3",19561.4308371231,"ETH","2016-08-01","2016-09-18",1.56692735063119,42,10,1,7,28,3,66.6666666666667,1.43138813480159,1.71,8.46188523958622,"urban",2.14708220220238,2.38095238095238
"AFR::ETH::Oromia::Guji",1,"admin2",1528687.48817105,"ETH","2016-03-21","2016-08-21",0.114896844385045,346,33,7,22,50,3,14.4508670520231,0.0327077969741355,2.05,17247.263461616,"rural",0.226337955061018,2.02312138728324
"AFR::ETH::Oromia::Guji::Adola Rede",1,"admin3",162733.902927109,"ETH","2016-06-20","2016-08-07",0.38977495199485,14,1,0,7,5,3,35.7142857142857,0.0307250051161102,1.93,1213.23027613387,"rural",0.0860300143251086,0
"AFR::ETH::Oromia::Guji::Adola Rede",2,"admin3",182365.253232741,"ETH","2019-12-09","2020-03-08",0.38977495199485,114,0,1,13,42,3,36.8421052631579,0.235226935342391,2.35,1213.23027613387,"rural",0.625119083702361,0.87719298245614
"AFR::ETH::Oromia::Guji::Liben",1,"admin3",89754.8634622012,"ETH","2016-03-28","2016-06-19",0.545249007294157,112,17,1,12,29,4,25.8928571428571,0.323102268571919,2.25,2645.11974558494,"rural",1.24784324413982,0.892857142857143
"AFR::ETH::Oromia::Guji::Negele",1,"admin3",48055.7356924217,"ETH","2016-03-21","2016-08-07",0.994727975130669,122,11,3,20,34,3,27.8688524590164,0.707511798750003,2.33,8.93036196157838,"urban",2.53871880727942,2.45901639344262
"AFR::ETH::Oromia::Guji::Wadera",1,"admin3",59708.1623569541,"ETH","2016-05-02","2016-08-14",0.295177750864815,33,1,1,15,12,3,36.3636363636364,0.200977546893174,1.67,953.361806235677,"rural",0.552688253956229,3.03030303030303
"AFR::ETH::Oromia::North Shewa",1,"admin2",1760185.42264989,"ETH","2016-07-25","2016-11-13",0.0876203598966412,205,1,2,16,36,7,17.5609756097561,0.0204523907179071,1.86,9103.24393828324,"rural",0.116465002699193,0.975609756097561
"AFR::ETH::Oromia::North Shewa",3,"admin2",1814422.2294131,"ETH","2017-08-21","2017-10-08",0.0876203598966412,49,0,2,7,28,3,57.1428571428571,0.0154319096989111,1.87,9103.24393828324,"rural",0.0270058419730945,4.08163265306122
"AFR::ETH::Oromia::North Shewa::Dera",1,"admin3",267100.580988478,"ETH","2016-08-15","2016-10-09",0.328040163398815,57,0,0,8,21,3,36.8421052631579,0.078622067845318,1.81,1539.38073687217,"rural",0.213402755580149,0
"AFR::ETH::Oromia::North Shewa::Wara Jarso",1,"admin3",201450.658547126,"ETH","2016-07-25","2016-10-02",0.0853005296998055,36,0,0,10,13,3,36.1111111111111,0.0645319310135633,2.12,1175.17176396346,"rural",0.178703808960637,0
"AFR::ETH::Oromia::South West Shewa",1,"admin2",1379216.90117301,"ETH","2016-07-25","2016-10-02",0.0755606745380946,271,13,2,10,92,3,33.9483394833948,0.0667045190076738,2.24,5762.67729334806,"rural",0.196488311424778,0.738007380073801
"AFR::ETH::Oromia::South West Shewa::Kersana Malima",1,"admin3",105350.630630683,"ETH","2016-07-25","2016-09-18",0.323677387160378,89,10,0,8,43,3,48.314606741573,0.408160822033811,2.42,610.291093922704,"rural",0.844797980488586,0
"AFR::ETH::Oromia::South West Shewa::Sodo Daci",1,"admin3",78990.0174992088,"ETH","2016-07-18","2016-10-02",0.683921718415725,141,3,3,11,39,3,27.6595744680851,0.493733274592459,2.35,429.699725186954,"rural",1.78503568506504,2.12765957446809
"AFR::ETH::Oromia::West Arsi",1,"admin2",2924646.0244319,"ETH","2016-08-29","2016-12-18",0.131294940128488,195,0,2,16,30,4,15.3846153846154,0.0102576516095917,2.05,12578.2839218996,"rural",0.0666747354623464,1.02564102564103
"AFR::ETH::Oromia::West Arsi",3,"admin2",3199696.54342359,"ETH","2019-08-26","2020-01-05",0.131294940128488,291,1,4,19,48,3,16.4948453608247,0.0150014225876062,1.55,12578.2839218996,"rural",0.0909461244373625,1.3745704467354
"AFR::ETH::Oromia::West Arsi",5,"admin2",3296012.84175902,"ETH","2020-02-17","2020-05-10",0.131294940128488,306,4,0,12,101,3,33.0065359477124,0.0306430844929895,2.46,12578.2839218996,"rural",0.0928394441074731,0
"AFR::ETH::Oromia::West Arsi::Shala",1,"admin3",222342.264379037,"ETH","2019-09-23","2020-01-05",0.16210055584085,40.0833333333333,0,0.875,15,10.5,11,26.1954261954262,0.0472244898167456,2.09,829.060557653193,"rural",0.180277615887735,2.18295218295218
"AFR::ETH::Oromia::West Arsi::Shashemene",1,"admin3",365005.308552395,"ETH","2019-10-14","2019-12-29",0.397003365809222,63.1944444444444,0,0,11,16.375,4,25.9120879120879,0.0448623612213832,1.82,702.410909273915,"rural",0.173132946189392,0
"AFR::ETH::Oromia::West Arsi::Shashemene Town",1,"admin3",153691.915725862,"ETH","2019-09-23","2020-01-05",0.818335075788703,72.1944444444444,0,0,15,10.8888888888889,9,15.0827241246633,0.0708488070921783,1.85,10.7511194106023,"urban",0.469734820491253,0
"AFR::ETH::Oromia::West Arsi::Wondo",1,"admin3",29727.8161236383,"ETH","2016-08-29","2016-12-04",2.09478546408138,108,0,2,14,18,8,16.6666666666667,0.605493519104726,2.01,75.3125115134897,"rural",3.63296111462836,1.85185185185185
"AFR::ETH::Oromia::West Guji",1,"admin2",1404297.4465142,"ETH","2016-07-04","2016-10-09",0.103464074315862,216,1,1,14,47,3,21.7592592592593,0.033468692915924,1.46,9613.85950132284,"rural",0.153813567443395,0.462962962962963
"AFR::ETH::Oromia::West Guji::Abaya",1,"admin3",169077.369432406,"ETH","2016-07-04","2016-10-09",0.73805331526496,215,1,1,14,47,3,21.8604651162791,0.277979247948908,1.43,1837.79534220847,"rural",1.27160719806415,0.465116279069767
"AFR::ETH::Oromia::West Harerge",1,"admin2",2739262.26082419,"ETH","2016-10-17","2016-12-11",0.224160984448245,103,2,4,8,34,3,33.0097087378641,0.0124121010559135,1.91,17519.3063426602,"rural",0.0376013649635027,3.88349514563107
"AFR::ETH::Oromia::West Harerge",2,"admin2",2824323.40492187,"ETH","2017-10-09","2017-11-12",0.224160984448245,105,0,1,5,55,3,52.3809523809524,0.0194736905497979,2.25,17519.3063426602,"rural",0.0371770455950687,0.952380952380952
"AFR::ETH::Oromia::West Harerge",3,"admin2",2998254.76542242,"ETH","2019-05-13","2019-08-04",0.224160984448245,414,0,4,12,94,4,22.7053140096618,0.0313515719491424,2.39,17519.3063426602,"rural",0.138080327520691,0.966183574879227
"AFR::ETH::Oromia::West Harerge::Anchar",1,"admin3",109276.244313017,"ETH","2018-09-10","2018-10-14",0.110737534427604,10,5,0,5,5,3,50,0.0457555988626192,2.09,756.590504635066,"rural",0.0915111977252385,0
"AFR::ETH::Oromia::West Harerge::Bedessa",1,"admin3",26176.3094394781,"ETH","2019-05-20","2019-07-14",0.875206881649739,50,0,0,8,22,3,44,0.840454612246464,1.87,3.01978385439715,"urban",1.91012411874196,0
"AFR::ETH::Oromia::West Harerge::Chiro Zuria",1,"admin3",288852.426399874,"ETH","2019-05-20","2019-08-18",0.165459064292394,104,0,1,13,26,3,25,0.0900113609016626,1.71,688.476839412669,"rural",0.36004544360665,0.961538461538462
"AFR::ETH::Oromia::West Harerge::Doba",1,"admin3",194109.569915902,"ETH","2019-09-23","2019-11-03",0.933699902614568,16.3333333333333,0,0,6,5.33333333333333,3,32.6530612244898,0.0274758907334863,2.04,616.765287657792,"rural",0.0841449153713018,0
"AFR::ETH::Oromia::West Harerge::Gumbi Bordede",1,"admin3",97275.9990556087,"ETH","2016-10-10","2016-11-20",0.985248201385216,34,1,2,6,19,3,55.8823529411765,0.195320533168089,2.18,1383.25088774559,"rural",0.349520954090264,5.88235294117647
"AFR::ETH::Oromia::West Harerge::Gumbi Bordede",2,"admin3",100287.329511359,"ETH","2017-10-09","2017-11-19",0.985248201385216,95,0,1,6,55,3,57.8947368421053,0.548424215381766,2.64,1383.25088774559,"rural",0.947278190204869,1.05263157894737
"AFR::ETH::Oromia::West Harerge::Gumbi Bordede",3,"admin3",103061.996254426,"ETH","2018-09-03","2018-10-21",0.985248201385216,38,6,0,7,15,3,39.4736842105263,0.145543464566414,1.68,1383.25088774559,"rural",0.368710110234915,0
"AFR::ETH::Oromia::West Harerge::Meiso",1,"admin3",128952.094415827,"ETH","2016-08-08","2016-10-02",0.177034557185728,13,2,0,8,4,3,30.7692307692308,0.0310192712892381,1.86,1512.66589615745,"rural",0.100812631690024,0
"AFR::ETH::SNNP",1,"admin1",21844335.0243321,"ETH","2016-06-27","2016-08-21",0.102109694421528,396,91,2,8,147,3,37.1212121212121,0.00672943350467105,1.61,109208.402827625,"rural",0.0181282698493179,0.505050505050505
"AFR::ETH::SNNP",2,"admin1",24473378.5553831,"ETH","2019-12-16","2020-12-20",0.102109694421528,12215.7930555556,NA,95.5527777777778,53,724,20,5.92675397092402,0.0303907851443835,1.41,109208.402827625,"rural",0.499146165206055,0.782206913159206
"AFR::ETH::SNNP::Gamo::Arba Minch Zuria",1,"admin3",54450.635901135,"ETH","2016-06-06","2016-08-28",1.05547462241149,94,0,0,12,38,3,40.4255319148936,0.697879820338478,2.34,433.238918823345,"rural",1.72633429241624,0
"AFR::ETH::SNNP::Gedeo",1,"admin2",1261211.71352695,"ETH","2016-06-27","2016-08-21",0.154279480796547,106,52,1,8,30,3,28.3018867924528,0.0237866487269656,1.5,1361.39150458365,"rural",0.0840461588352785,0.943396226415094
"AFR::ETH::SNNP::Gedeo",2,"admin2",1413088.33429541,"ETH","2020-01-27","2020-05-10",0.154279480796547,406,2,1,15,80,13,19.7044334975369,0.056613587458345,2.58,1361.39150458365,"urban",0.287313956351101,0.246305418719212
"AFR::ETH::SNNP::Gofa::Uba Debretsehay",1,"admin3",129487.033629005,"ETH","2019-12-16","2020-03-15",1.43162266468764,449.625,0,4,13,159,3,35.3628023352794,1.25220581277469,1.34,753.891591073956,"rural",3.47235539651194,0.889630247428413
"AFR::ETH::SNNP::Sidama",1,"admin2",4665751.73629866,"ETH","2016-10-03","2016-11-20",0.0277244516965665,21,4,0,7,6,3,28.5714285714286,0.00128596640779687,1.81,6690.62391505479,"rural",0.00450088242728904,0
"AFR::ETH::SNNP::Sidama",2,"admin2",5089868.98059138,"ETH","2019-08-19","2019-10-20",0.0277244516965665,64,0,1,9,26,3,40.625,0.00510818649736228,1.47,6690.62391505479,"rural",0.0125739975319687,1.5625
"AFR::ETH::SNNP::Sidama::Wondogenet",1,"admin3",235777.823409278,"ETH","2019-08-26","2019-10-20",0.0623574389794715,10,0,0,8,5,3,50,0.021206404943864,1.92,205.054734724314,"urban",0.042412809887728,0
